Date,Open,High,Low,Close,Volume,LogReturn,MA_5,MA_21,Volatility_21,RSI
2010-02-02,5247.39990234375,5289.10009765625,5208.2001953125,5283.2998046875,1105691000.0,0.006818168292113643,0.04640424200280085,-0.8248542874014422,-0.18435368948518732,-1.0509501526675766
2010-02-03,5283.2998046875,5305.39990234375,5237.7001953125,5253.2001953125,1140388100.0,-0.005713413610526532,0.26968616173512694,-1.024185157604843,-0.19978567609017842,-1.2771966402371084
2010-02-04,5253.2001953125,5262.2001953125,5123.89990234375,5139.2998046875,1725801600.0,-0.021920606489917782,-0.051425720734158784,-1.5004970144515448,-0.0031453857395237744,-1.95938085015837
2010-02-05,5139.2998046875,5139.2998046875,5033.7998046875,5060.89990234375,1930760100.0,-0.015372531619080752,-0.9934415338449679,-1.8028376439447968,0.062324608862280306,-2.3058147181073716
2010-02-08,5060.89990234375,5118.10009765625,5033.0,5092.2998046875,1326821100.0,0.006185242752202052,-1.1966454230246557,-1.704023848713107,0.10174670614356743,-1.9445508684588506
2010-02-09,5092.2998046875,5132.89990234375,5084.7998046875,5111.7998046875,1284674100.0,0.0038219979192557533,-1.3159586460176533,-1.6402321443864525,0.12139321731928658,-1.7242029736502815
2010-02-10,5111.7998046875,5181.2001953125,5105.2998046875,5132.0,1191910000.0,0.003943892282344513,-0.9313862926075078,-1.4134373334392596,0.14332827926510003,-1.4960315752792024
2010-02-11,5132.0,5201.7998046875,5114.5,5161.5,1565807200.0,0.005731788170117668,0.16978484246921882,-1.2021609056201163,0.18055045370890258,-1.1701674226916212
2010-02-12,5161.5,5207.7001953125,5117.39990234375,5142.5,1285903300.0,-0.0036878923785325438,0.6350894793248552,-1.369754228491467,0.15282948060178383,-1.296711068595335
2010-02-15,5142.5,5194.2998046875,5142.5,5167.5,591532800.0,0.004849670028811012,0.5819044242916452,-1.110611091841373,0.17054701069275105,-1.0140688729203082
2010-02-16,5167.5,5248.10009765625,5167.5,5244.10009765625,1098282000.0,0.014714641180628242,1.0156702695855668,-0.9552793752735655,0.2687005389914009,-0.25493742339781084
2010-02-17,5244.10009765625,5304.5,5244.10009765625,5276.60009765625,1205018000.0,0.00617831565921622,1.104649273263241,-0.8983826063920637,0.28692385301261675,0.02419455320279712
2010-02-18,5276.60009765625,5326.39990234375,5261.7001953125,5325.10009765625,966085200.0,0.009149539687108769,1.2407506620812778,-0.3656874449191119,0.22738158762806948,0.40758476556951695
2010-02-19,5325.10009765625,5366.10009765625,5281.39990234375,5358.2001953125,1469031000.0,0.006196625137124037,1.6343710159861862,0.08718676812313224,0.12762653824594225,0.6482698583299246
2010-02-22,5358.2001953125,5387.0,5348.2001953125,5352.10009765625,961342400.0,-0.0011391087362625444,1.3958864148680639,0.18736591477195133,0.10808274500711068,0.5853784571741085
2010-02-23,5352.10009765625,5395.5,5302.0,5315.10009765625,1063966500.0,-0.0069371808358761325,0.533669535660438,0.21084606879083137,0.09866607892479874,0.20930265443693463
2010-02-24,5315.10009765625,5357.89990234375,5298.2001953125,5342.89990234375,953221200.0,0.005216713779889801,0.49537671343046524,0.2531197428077601,0.10640769688169399,0.43858986507256364
2010-02-25,5342.89990234375,5370.39990234375,5259.7001953125,5278.2001953125,1951587200.0,-0.01218339093745007,-0.35414130188663595,0.2354616641125087,0.11730024900818382,-0.17468543782143076
2010-02-26,5278.2001953125,5367.7998046875,5278.2001953125,5354.5,1700847600.0,0.014352161350627876,-0.02937228351432769,0.8126783162065201,0.08900838959477095,0.43070672683329353
2010-03-01,5354.5,5420.7998046875,5354.5,5405.89990234375,1423330600.0,0.009553602794396364,0.3964318986558605,0.8386737126213736,0.09819516570865942,0.7766007378818329
2010-03-02,5405.89990234375,5485.0,5403.7001953125,5484.10009765625,1218498700.0,0.014362082552848335,1.2446092203818848,0.9015746716970935,0.13213405179690052,1.2268182086709267
2010-03-03,5484.10009765625,5541.7998046875,5465.2998046875,5533.2001953125,1108893100.0,0.00891333111077546,1.3918155781762316,0.944446092644397,0.14423508687004222,1.471277366722617
2010-03-04,5533.2001953125,5544.2001953125,5501.10009765625,5527.2001953125,1075263000.0,-0.0010849517877573472,1.8337766085426142,1.0391541188536433,0.11742522553298831,1.4090294235934553
2010-03-05,5527.2001953125,5605.39990234375,5527.2001953125,5599.7998046875,1001732100.0,0.013049454410085,1.7819003317128486,1.7547148323424464,-0.17975141487539678,1.7529454584770252
2010-03-08,5599.7998046875,5621.2001953125,5579.2001953125,5606.7001953125,837350700.0,0.0012314980586423197,1.4504982368576773,2.0944680674584837,-0.4294496621509993,1.7835922447589605
2010-03-09,5606.7001953125,5618.39990234375,5563.10009765625,5602.2998046875,993738400.0,-0.0007851531539044838,0.8473063997114353,1.951839163204198,-0.40972617833592584,1.7318026473355312
2010-03-10,5602.2998046875,5645.2998046875,5585.39990234375,5640.60009765625,997893900.0,0.006813267299640704,0.76367785039151,2.013046801880781,-0.4067979111431357,1.9150317457762964
