Date,Open,High,Low,Close,Volume,LogReturn,MA_5,MA_21,Volatility_21,RSI
2010-02-10,10024.259765625,10049.8701171875,9963.990234375,9963.990234375,127000000.0,0.1884513145749206,-1.581660757594035,-1.641739013163494,0.2381335240645871,-1.97331709063703
2010-03-15,10802.1103515625,10808.83984375,10708.9697265625,10751.98046875,130700000.0,-0.039411462342414647,0.47397068276350235,1.0804170509849762,0.16964140496616886,0.9756484785808046
2010-03-16,10718.6298828125,10776.51953125,10716.2001953125,10721.7099609375,106600000.0,-0.25447894828536965,0.43580129711512927,1.1709481214220196,0.14041482704958555,0.8279890388778787
2010-03-17,10789.240234375,10864.2998046875,10761.8896484375,10846.98046875,137700000.0,0.821132446071707,0.8541713499548415,1.342454548361148,0.16249023672477655,1.1726233627223874
2010-03-18,10841.7099609375,10845.73046875,10731.66015625,10744.0302734375,130200000.0,-0.7549878125421786,0.1881321042748821,0.6882082957424545,0.013677524364402558,0.6780634408656021
2010-03-19,10785.8798828125,10826.759765625,10775.5703125,10824.7197265625,116300000.0,0.5131008360970742,0.16792352093689997,0.7725730483066742,0.02411468206073574,0.908141929228974
2010-04-21,11031.7900390625,11093.2998046875,11023.8798828125,11090.0498046875,153000000.0,1.2389259069656255,-0.4302223911627387,0.46054859929513625,-0.48742088571176495,0.1015900378429427
2010-04-22,10988.009765625,10989.6201171875,10866.23046875,10949.08984375,144100000.0,-0.9975612102264219,-1.091597826737235,0.16206029010994727,-0.402384359272087,-0.4407616740909088
2010-04-23,10930.900390625,10967.1201171875,10865.919921875,10914.4599609375,136800000.0,-0.28044702793678555,-0.6661626151089317,0.08203635719164151,-0.39661348140569563,-0.5643552347140497
2010-04-26,11039.58984375,11165.7900390625,11035.66015625,11165.7900390625,134900000.0,1.6519449063133962,0.7439020919097233,0.21553096303491767,-0.2761666168524712,0.3061809112994116
2010-04-27,11109.259765625,11213.4501953125,11108.7197265625,11212.66015625,143000000.0,0.2677149693329965,0.9162509787709086,0.30716403704728207,-0.27273652951822513,0.44359843110732833
2010-04-28,11005.509765625,11008.8798828125,10882.400390625,10924.7900390625,179300000.0,-1.9823891752175722,-0.5948852723285755,-0.3415526264813695,-0.040143150686141084,-0.5412111374471982
2010-06-04,9909.240234375,9962.419921875,9868.08984375,9901.1904296875,120300000.0,-0.1421743282157226,0.42126379486514703,-1.449391107619551,0.8579179046157808,-0.8145950589968759
2010-06-07,9705.3603515625,9714.419921875,9502.6201171875,9520.7998046875,148400000.0,-2.9635003712098253,-0.9685711282018166,-1.5885691885062216,0.982485239443884,-1.6107528734617387
2010-06-08,9448.7900390625,9587.650390625,9434.8095703125,9537.9404296875,129600000.0,0.08961984917309188,-0.7016136125525053,-1.8424417875379298,0.8873792382149496,-1.5540943699987504
2010-06-09,9475.5703125,9487.91015625,9378.23046875,9439.1298828125,141600000.0,-0.8203576261263129,-0.6725877961490484,-1.8242840669185758,0.8841245049382818,-1.7353231400336593
2010-06-10,9476.7802734375,9544.0400390625,9437.4697265625,9542.650390625,116500000.0,0.7683312624230543,-1.4051914921959097,-1.5983642100410411,0.9421323997032699,-1.376537317726036
2010-06-11,9701.3203125,9764.73046875,9673.599609375,9705.25,222400000.0,1.2145278489482683,-0.7687551953563483,-1.6823247036875184,0.8860908018435611,-0.8599767164360651
2010-06-14,9824.9296875,9882.0498046875,9819.9501953125,9879.849609375,97300000.0,1.2841670408747232,1.2238484603731754,-1.0913855247567734,0.9687824535329939,-0.3713600897604744
2010-06-15,9845.650390625,9911.73046875,9826.4404296875,9887.8896484375,101700000.0,0.0162057115543055,1.189409493097808,-0.6822568060619012,0.871432788639793,-0.34959991398881757
2010-06-16,10043.099609375,10109.8603515625,10033.240234375,10067.150390625,120300000.0,1.2943478001299573,2.1814291957612495,-0.37087774228963627,0.9650146122350275,0.11645817933483814
2010-06-17,10009.25,10053.4501953125,9989.2099609375,9999.400390625,97600000.0,-0.5475529630765794,1.5641408198428026,-0.39410047035397033,0.9684340358098538,-0.07860873718738348
2010-06-18,10027.98046875,10029.1103515625,9965.16015625,9995.01953125,98500000.0,-0.07705794869238553,0.9582509672744983,-0.12319482272363703,0.9114838059527972,-0.0916057882261509
2010-06-21,10109.26953125,10251.900390625,10109.26953125,10238.009765625,123000000.0,1.745397077175157,1.1746164609216294,0.7559061064315081,0.8764428918679965,0.5176934174208686
2010-06-22,10131.91015625,10183.8896484375,10105.48046875,10112.8896484375,114900000.0,-0.9606382620470875,0.7163736928231118,0.5826840738442733,0.9231643155938002,0.1322752052579028
2010-06-23,9973.0,9975.009765625,9912.7998046875,9923.7001953125,102600000.0,-1.4515630398498875,-0.5717478683153142,0.8020230479925415,0.7500568408002627,-0.3865840188706301
2010-06-24,9902.6201171875,10009.3701171875,9893.75,9928.33984375,94900000.0,-0.009577523925343032,-0.319380692934373,0.6913689477309776,0.7453560705300101,-0.37377126675310995
2010-06-25,9778.7001953125,9794.98046875,9697.8701171875,9737.48046875,129300000.0,-1.490750046396996,-0.9825512683772688,0.12192759207635816,0.8272595979518355,-0.8554193338205036
2010-06-28,9758.91015625,9762.23046875,9679.169921875,9693.9404296875,91600000.0,-0.3783254262636859,-1.9788009305019605,-0.18750845865938462,0.7903132083117675,-0.9577787533878153
2010-06-29,9718.400390625,9760.01953125,9548.98046875,9570.669921875,106800000.0,-0.997995484482766,-1.9963254047066639,-0.4284640189526461,0.8290996128793253,-1.2387615870254678
2010-06-30,9396.4501953125,9420.1396484375,9347.0703125,9382.6396484375,131000000.0,-1.522879397483734,-2.0297802920950287,-0.6805805342881798,0.9132011886662028,-1.618819177602986
2010-07-01,9296.8603515625,9297.4501953125,9147.6796875,9191.599609375,125400000.0,-1.5772050428854503,-2.765162802556029,-0.848503176608569,0.9797310649091296,-1.9493227059807483
2010-07-02,9234.5595703125,9259.1396484375,9160.4697265625,9203.7099609375,115700000.0,0.053702246456984314,-2.0406519154547222,-1.3985217547189892,0.6658726510073757,-1.905032019095519
2010-07-05,9230.0,9282.900390625,9213.7900390625,9266.7802734375,100700000.0,0.464461380108683,-1.645296086370624,-1.2519434965905696,0.6935457737814964,-1.6680864315395973
2010-07-06,9158.2802734375,9351.1103515625,9091.7001953125,9338.0400390625,137400000.0,0.5263853879528487,-0.9302008106675959,-0.4087003959525004,0.31144743520722157,-1.4036704709761572
2010-07-07,9322.5595703125,9329.6396484375,9223.7998046875,9279.650390625,120800000.0,-0.511783847853474,-0.4558904438170084,-0.5540144701695184,0.31725095195298303,-1.530905664752869
2010-07-08,9462.8203125,9545.990234375,9456.1904296875,9535.740234375,118200000.0,1.9840350949855194,1.214706481324541,0.12359648238055984,0.5210780253573339,-0.6558495510553555
2010-07-09,9601.6201171875,9610.58984375,9516.9697265625,9585.3203125,125200000.0,0.3420077080300729,1.3499521258076612,0.020586120239756322,0.4949434040614345,-0.5063336600272017
2010-07-12,9540.4697265625,9632.8896484375,9533.5595703125,9548.1103515625,123600000.0,-0.33422286163470694,0.9752850472732737,-0.3536305279352091,0.4094236547625474,-0.6093182481522599
2010-07-13,9592.8701171875,9629.98046875,9502.240234375,9537.23046875,149700000.0,-0.12935957292697864,0.667671555087424,-0.6951736748783802,0.29479693388599093,-0.640707598418413
2010-07-14,9707.5,9807.3603515625,9693.330078125,9795.240234375,193300000.0,1.9445768300934152,1.8199635760545774,-0.22923130501468425,0.5309663951321247,0.1433712244580192
2010-07-15,9701.1396484375,9726.9404296875,9667.0,9685.5302734375,115900000.0,-0.8836748447877552,0.474705401342668,-0.755495685886852,0.4524962166250151,-0.19468759785694834
2010-07-16,9600.8798828125,9636.83984375,9392.2099609375,9408.3603515625,134000000.0,-2.2078153702202785,-0.7214303348805585,-1.1566563302996302,0.6542175604384088,-0.9137510090241757
2010-08-19,9242.83984375,9362.6796875,9242.83984375,9362.6796875,120200000.0,0.9340272856988707,0.4947813417306154,0.10222585652272036,0.3099717953938344,-0.47615673797851255
2010-08-20,9239.3603515625,9287.5,9169.169921875,9179.3798828125,112000000.0,-1.5176501418166357,-0.3510499933151999,-0.14095158403866734,0.4212442765822157,-1.017064509829845
2010-08-23,9147.240234375,9171.419921875,9090.9599609375,9116.6904296875,93600000.0,-0.5550226742519491,-0.37540338460335027,-0.6699121261358049,0.2581413082894607,-1.182959661255934
2010-08-24,9024.599609375,9069.2197265625,8983.51953125,8995.1396484375,111300000.0,-1.044540725332974,-0.7113300446618815,-1.049823960331645,0.2685793513559446,-1.485332860156621
2010-08-25,8904.4404296875,8949.41015625,8807.41015625,8845.3896484375,133900000.0,-1.2953153797954973,-1.5977219219618883,-1.3391680167298705,0.32821879084061856,-1.8144968543280344
2010-08-26,8908.01953125,8910.6201171875,8834.08984375,8906.48046875,104800000.0,0.46844348583482187,-1.8161297895407356,-1.6949203125321473,0.05296756197268694,-1.5580116112993379
