Date,Open,High,Low,Close,Volume,LogReturn,MA_5,MA_21,Volatility_21,RSI
2010-03-17,1124.0,1131.4000244140625,1118.0,1124.0,29.0,0.11794863319211768,0.5516559794369275,0.008924799721411131,-0.38489485389519296,0.051794234319170164
2010-03-18,1127.4000244140625,1127.800048828125,1121.0999755859375,1127.4000244140625,86.0,0.2535551814837446,0.6725907417397629,0.07390811189127439,-0.3796693872275596,0.18030084152768058
2010-03-19,1107.4000244140625,1107.4000244140625,1107.4000244140625,1107.4000244140625,54.0,-1.7475691702354137,0.16092008374085795,-0.30473936154311004,-0.1731577151237546,-0.5709272210242451
2010-03-22,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,71.0,-0.7376217264773289,-0.2906529740444874,-0.540014942130795,-0.1541575308998788,-0.8211562260173566
2010-03-23,1103.5,1103.5,1103.5,1103.5,16.0,0.32940462115538266,-0.7821572210166908,-0.27469667677729476,-0.1730418714361259,-0.6419423194971645
2010-03-24,1088.5999755859375,1092.4000244140625,1085.5,1088.5999755859375,9.0,-1.3357925064294065,-1.4293219555713046,-0.38118057975019815,-0.11189720456821635,-1.08024445236284
2010-03-25,1092.699951171875,1092.699951171875,1086.699951171875,1092.699951171875,8.0,0.32423139218182206,-1.3978588911445418,-0.1662819611299788,-0.11812534552365249,-0.9003682191441901
2010-03-26,1104.199951171875,1104.199951171875,1104.199951171875,1104.199951171875,5.0,0.9661153397142445,-0.1898027471162054,-0.16132952204116602,-0.1153799770447347,-0.4290729293377371
2010-03-29,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,158733.0,0.4916368045841065,0.3574286335410706,-0.2510695112780205,-0.15218118151980645,-0.19972021953081645
2010-03-30,1109.699951171875,1112.9000244140625,1101.0999755859375,1104.5,56533.0,-0.5363818180323818,-0.02799517804880268,-0.360612229750147,-0.13821750005598718,-0.401324334789338
2010-03-31,1103.0999755859375,1118.699951171875,1102.0,1113.300048828125,5950.0,0.7237638765868419,0.8888614916757531,-0.5665765375586729,-0.28868156587169047,-0.06843968657577347
2010-04-01,1125.0999755859375,1127.699951171875,1111.300048828125,1125.0999755859375,2696.0,0.9731829032431417,1.1777564819517758,-0.4418412493435065,-0.22746427090846122,0.3292687439765177
2010-05-04,1168.5999755859375,1191.800048828125,1168.300048828125,1168.5999755859375,94.0,-1.1826425225868307,0.1856173967419527,0.6225826052721212,-0.3880648619965289,0.5828824233110999
2010-05-05,1174.5999755859375,1177.199951171875,1159.199951171875,1174.5999755859375,98.0,0.45451825239728205,0.053237033509855466,0.6953288756843201,-0.3793756813051171,0.7761257497325422
2010-05-06,1196.9000244140625,1210.5999755859375,1175.9000244140625,1196.9000244140625,79.0,1.7637000372398075,0.9596967605922919,0.7814933215715633,-0.30206432334741384,1.3636431626789136
2010-05-07,1210.0,1210.800048828125,1194.5999755859375,1210.0,112.0,1.00591530873651,0.9989429325244923,1.03240209454559,-0.25436048620779744,1.631262381168825
2010-05-10,1200.4000244140625,1203.800048828125,1189.199951171875,1200.4000244140625,118.0,-0.797333005057361,0.5660194655594754,0.674293881889249,-0.21252710091989507,1.1825799297644286
2010-05-11,1219.9000244140625,1233.5,1201.5,1219.9000244140625,201.0,1.5060730474405417,1.762960138658013,1.0329353727253474,-0.0911828473164603,1.5721764582439208
2010-05-12,1242.699951171875,1246.5,1227.0999755859375,1242.699951171875,213.0,1.735980827648062,2.333431293907669,1.6302783439665178,-0.014751578534997187,1.9251659182640415
2010-05-13,1235.300048828125,1240.0,1228.699951171875,1228.800048828125,37.0,-1.1113562152659386,1.0535369813845514,1.250404327908043,0.09913056588579536,1.368306051685132
2010-05-14,1227.4000244140625,1227.4000244140625,1227.4000244140625,1227.4000244140625,99.0,-0.14441709140960562,0.5414412979783924,1.210529582067984,0.10485786968868667,1.3140729227099959
2010-05-17,1233.300048828125,1235.9000244140625,1225.199951171875,1227.699951171875,49.0,-0.011995419004978707,0.8910515391425587,1.6822436899121809,-0.21534659028611844,1.3198619638590698
2010-05-18,1214.300048828125,1216.0999755859375,1208.199951171875,1214.300048828125,73.0,-1.0851814424782595,-0.2625021977822589,1.4534316435625676,-0.09955808574899226,0.7839260172163863
2010-05-19,1192.5999755859375,1192.5999755859375,1192.5999755859375,1192.5999755859375,75.0,-1.7602793825019623,-1.8189390689467309,0.9726979711666713,0.14338261281191364,0.06700681202908139
2010-05-20,1187.800048828125,1191.800048828125,1179.4000244140625,1187.800048828125,297.0,-0.4211453436826331,-1.5116765699221728,0.6884807591676468,0.13977064790387725,-0.07352659145749166
2010-05-21,1175.699951171875,1175.699951171875,1175.699951171875,1175.699951171875,177.0,-1.0148328295791544,-1.8991612154288053,0.5721408714434308,0.189413930305857,-0.4108499258309774
2010-05-24,1193.800048828125,1193.800048828125,1193.800048828125,1193.800048828125,14.0,1.4260847545277002,-1.2589683032196712,0.7063207594187436,0.2553020094183209,0.09817037444397561
2010-05-25,1197.800048828125,1200.0,1195.5999755859375,1197.800048828125,9.0,0.28461319435478527,-0.6491741945029132,0.7748816464710736,0.25567845996920824,0.20181416265379312
2010-05-26,1213.300048828125,1213.300048828125,1213.300048828125,1213.300048828125,237497.0,1.1945455725360437,0.6662309044959148,0.906912813245685,0.3026917756974297,0.5786477772099047
2010-05-27,1211.699951171875,1218.5,1205.4000244140625,1211.9000244140625,109434.0,-0.1458110122864879,0.7888020174921039,0.6923149350756578,0.28671126857290014,0.5322789292897984
2010-05-28,1210.4000244140625,1214.800048828125,1201.0999755859375,1212.199951171875,12895.0,-0.011696530513256824,1.2353701299389284,0.7546612492717456,0.27898068104918766,0.539871106703234
2010-06-30,1245.5,1246.199951171875,1236.699951171875,1245.5,73.0,0.23382141710694027,0.3249998613833528,0.29635060438251265,-0.13076348481149377,0.3425621673542153
2010-07-01,1206.300048828125,1242.4000244140625,1204.5,1206.300048828125,50.0,-3.094437960977791,-1.4283801935701887,-0.356379229657596,0.414746439215279,-0.7659438739912183
2010-07-02,1201.4000244140625,1211.5999755859375,1200.800048828125,1207.4000244140625,169.0,0.051819471101638405,-1.7402830835408878,-0.10393419176900327,0.36863685662472734,-0.731218753164087
2010-08-04,1186.300048828125,1203.0,1186.300048828125,1193.699951171875,1068.0,0.648223872581804,1.1382657355546424,-0.10795922542496808,-0.23033519398675834,-0.03438024230489227
