Date,Open,High,Low,Close,Volume,LogReturn,MA_5,MA_21,Volatility_21,RSI
2010-03-17,1159.93994140625,1169.8399658203125,1159.93994140625,1166.2099609375,4963200000.0,0.005804795332563638,0.6639745664774612,1.1846045153657014,-0.5284802202393389,1.7014208688027475
2010-03-18,1166.1300048828125,1167.77001953125,1161.1600341796875,1165.8299560546875,4234510000.0,-0.00032589912668909416,0.48713229165993155,1.093949270448572,-0.5234909468685242,1.6677772639808228
2010-03-19,1166.6800537109375,1169.199951171875,1155.3299560546875,1159.9000244140625,5212410000.0,-0.005099426451612706,0.2890823054498577,0.8618314278115511,-0.49995948059952855,1.1521345133246437
2010-03-22,1157.25,1167.8199462890625,1152.8800048828125,1165.81005859375,4261680000.0,0.005082359099180065,0.4769179316879092,0.9195121557329551,-0.49567382006393423,1.3670304490820926
2010-03-23,1166.469970703125,1174.719970703125,1163.8299560546875,1174.1700439453125,4411640000.0,0.0071453777848001715,0.4524302328117294,1.0825514055361145,-0.4913055804297857,1.6342835912012141
2010-03-24,1172.699951171875,1173.0400390625,1166.010009765625,1167.719970703125,4705750000.0,-0.0055084478872883084,-0.006513142502916839,1.2152670619253094,-0.5837316057860318,1.1134494514514377
2010-03-25,1170.030029296875,1180.68994140625,1165.0899658203125,1165.72998046875,5668900000.0,-0.0017056210833286789,-0.06248420574893319,0.9887905309055701,-0.6009269872899791,0.959313287229714
2010-03-26,1167.5799560546875,1173.9300537109375,1161.47998046875,1166.5899658203125,4708420000.0,0.0007374506159884132,0.17429988972608382,1.0449294886768496,-0.6131060567359827,0.9946216304867328
2010-03-29,1167.7099609375,1174.8499755859375,1167.7099609375,1173.219970703125,4375580000.0,0.005667146312798056,0.1980229028747572,1.1297701371807771,-0.6087946589966632,1.2568263753726407
2010-03-30,1173.75,1177.8299560546875,1168.9200439453125,1173.27001953125,4085000000.0,4.26584629303888e-05,-0.09011250764761396,0.9294566422796008,-0.6421951026174109,1.2587556903542831
2010-03-31,1171.75,1174.56005859375,1165.77001953125,1169.4300537109375,4484340000.0,-0.00327824231803275,0.0003600519631978542,0.8178821908162197,-0.6210966496253112,0.9138229205141561
2010-04-01,1171.22998046875,1181.4300537109375,1170.68994140625,1178.0999755859375,4006870000.0,0.007386454005524301,0.36919748865599855,0.9563526847019533,-0.6061382427152334,1.2756579511605939
2010-05-04,1197.5,1197.5,1168.1199951171875,1173.5999755859375,6594720000.0,-0.024127199957418213,-0.4069725832613463,-0.30506407946622605,0.1795606692656814,-0.9000499317502368
2010-05-05,1169.239990234375,1175.949951171875,1158.1500244140625,1165.8699951171875,6795940000.0,-0.006608341800780098,-0.936383000469726,-0.4700824172183748,0.18751918502921397,-1.0943924208946614
2010-05-06,1164.3800048828125,1167.5799560546875,1065.7900390625,1128.1500244140625,10617810000.0,-0.032888440643963665,-2.7922634138407685,-1.0073459646782468,0.4347611871573856,-1.8494100914772498
2010-05-07,1127.0400390625,1135.1300048828125,1094.1500244140625,1110.8800048828125,9472910000.0,-0.015426646180907493,-2.7370451913079923,-1.3814248296351204,0.46437869107566726,-2.1118052378316716
2010-05-10,1122.27001953125,1163.8499755859375,1122.27001953125,1159.72998046875,6893700000.0,0.04303470414561544,-1.5200601893060115,-0.6575003136653153,0.8744861754460236,-0.763390508090905
2010-05-11,1156.3900146484375,1170.47998046875,1147.7099609375,1155.7900390625,5842550000.0,-0.003403075918466228,-0.6793464123595193,-0.7603604018376504,0.8731197114812105,-0.8370531357008891
